facilityname,updateddate,addeddate,reportdate,coverall,surgmask,shoe_cover,face_shield,head_cover,n95mask,goggles,gloves,gown,vtm,nps,ops,weekly_reportdate,region,province,city_mun,bgy,region_psgc,province_psgc,city_mun_psgc,bgy_psgc
SAN ISIDRO BIU (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,MARIBOJOC,SAN ISIDRO,PH070000000,PH071200000,PH071232000,PH071232019
SAN VICENTE BIU (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,MARIBOJOC,SAN VICENTE,PH070000000,PH071200000,PH071232000,PH071232020
TINIBGAN BIU (BHS),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,MARIBOJOC,TINIBGAN,PH070000000,PH071200000,PH071232000,PH071232021
TORIL BIU (BHS),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,MARIBOJOC,TORIL,PH070000000,PH071200000,PH071232000,PH071232022
FELIX BOMPAT NATIONAL HIGHSCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,BIL-ISAN,PH070000000,PH071200000,PH071233000,PH071233001
BOLOD ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,BOLOD,PH070000000,PH071200000,PH071233000,PH071233002
DANAO ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,DANAO,PH070000000,PH071200000,PH071233000,PH071233003
DOLJO ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,DOLJO,PH070000000,PH071200000,PH071233000,PH071233004
LIBAONG ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,LIBAONG,PH070000000,PH071200000,PH071233000,PH071233005
LOOC ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,LOOC,PH070000000,PH071200000,PH071233000,PH071233006
LOURDES NATIONAL HIGHSCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,LOURDES,PH070000000,PH071200000,PH071233000,PH071233007
PANGLAO CENTRAL EAST ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,POBLACION,PH070000000,PH071200000,PH071233000,PH071233008
PANGLAO CENTRAL ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,POBLACION,PH070000000,PH071200000,PH071233000,PH071233008
TANGNAN ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,TANGNAN,PH070000000,PH071200000,PH071233000,PH071233009
HENANN RESORT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,TAWALA,PH070000000,PH071200000,PH071233000,PH071233010
TAWALA ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,TAWALA,PH070000000,PH071200000,PH071233000,PH071233010
ABEHILAN ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,ABEHILAN,PH070000000,PH071200000,PH071237000,PH071237002
BAUNOS ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,BAUNOS,PH070000000,PH071200000,PH071237000,PH071237003
CABANUGAN ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,CABANUGAN,PH070000000,PH071200000,PH071237000,PH071237005
CAIMBANG ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,CAIMBANG,PH070000000,PH071200000,PH071237000,PH071237006
CAMBANSAG ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,CAMBANSAG,PH070000000,PH071200000,PH071237000,PH071237007
CANDUNGAO ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,CANDUNGAO,PH070000000,PH071200000,PH071237000,PH071237008
CANSAGUE NORTE ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,CANSAGUE NORTE,PH070000000,PH071200000,PH071237000,PH071237009
CANSAGUE SUR ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,CANSAGUE SUR,PH070000000,PH071200000,PH071237000,PH071237010
CAUSWAGAN ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,CAUSWAGAN SUR,PH070000000,PH071200000,PH071237000,PH071237011
MASONOY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,MASONOY,PH070000000,PH071200000,PH071237000,PH071237012
SAN ISIDRO TRAINING CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,POBLACION,PH070000000,PH071200000,PH071237000,PH071237013
SAN ISIDRO EVACUATION CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,POBLACION,PH070000000,PH071200000,PH071237000,PH071237013
SAN ISIDRO MULTI-PURPOSE GYM,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,POBLACION,PH070000000,PH071200000,PH071237000,PH071237013
POBLACION ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,POBLACION,PH070000000,PH071200000,PH071237000,PH071237013
BARYONG DAAN ISOLATION UNT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,BARYONG DAAN,PH070000000,PH071200000,PH071237000,PH071237014
BAYONGAN QF,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN MIGUEL,BAYONGAN,PH070000000,PH071200000,PH071238000,PH071238001
KAGAWASAN QF,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN MIGUEL,KAGAWASAN,PH070000000,PH071200000,PH071238000,PH071238005
HAGBUYO QF,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SAN MIGUEL,HAGBUYO,PH070000000,PH071200000,PH071238000,PH071238011
BIODIVERSITY TARSIER CONSERVATION AREA,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SIKATUNA,ABUCAY NORTE,PH070000000,PH071200000,PH071241000,PH071241001
SIKATUNA TREE PARK,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SIKATUNA,ABUCAY NORTE,PH070000000,PH071200000,PH071241000,PH071241001
SIKATUNA WOMEN'S BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SIKATUNA,POBLACION I,PH070000000,PH071200000,PH071241000,PH071241009
SIKATUNA EVACUATION CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,SIKATUNA,POBLACION I,PH070000000,PH071200000,PH071241000,PH071241009
TALIBON ISOLATION FACILITY,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,TALIBON,SAN ISIDRO,PH070000000,PH071200000,PH071243000,PH071243029
KI CUBE PRIVATE QUARANTINE FACILITY,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,TALIBON,SAN JOSE,PH070000000,PH071200000,PH071243000,PH071243030
MUNICIPAL ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,UBAY,CAMAMBUGAN,PH070000000,PH071200000,PH071246000,PH071246013
ALCOY RURAL HEALTH UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,ALCOY,POBLACION,PH070000000,PH072200000,PH072202000,PH072202006
BATONG MALUNHAW BEACH RESORT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,ALEGRIA,MADRIDEJOS,PH070000000,PH072200000,PH072203000,PH072203005
ALAWIJAO ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,ALAWIJAO,PH070000000,PH072200000,PH072207000,PH072207001
BALHAAN ISOLATION UNIT (BARANGAY HALL),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,BALHAAN,PH070000000,PH072200000,PH072207000,PH072207002
BANHIGAN ISOLATION UNIT (DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,BANHIGAN,PH070000000,PH072200000,PH072207000,PH072207003
BASAK ISOLATION UNIT (DAY CARE CENTER AND NURSERY),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,BASAK,PH070000000,PH072200000,PH072207000,PH072207004
BASIAO ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,BASIAO,PH070000000,PH072200000,PH072207000,PH072207005
BATO ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,BATO,PH070000000,PH072200000,PH072207000,PH072207006
BUGAS ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,BUGAS,PH070000000,PH072200000,PH072207000,PH072207007
CALANGCANG ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,CALANGCANG,PH070000000,PH072200000,PH072207000,PH072207008
CANDIIS ISOLATION UNIT (BARANGAY HEALTH STATION),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,CANDIIS,PH070000000,PH072200000,PH072207000,PH072207009
DAGATAN ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,DAGATAN,PH070000000,PH072200000,PH072207000,PH072207011
DOBDOB ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,DOBDOB,PH070000000,PH072200000,PH072207000,PH072207012
GINABLAN ISOLATION UNIT (MULTIPURPOSE BUILDING),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,GINABLAN,PH070000000,PH072200000,PH072207000,PH072207013
LAMBUG ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,LAMBUG,PH070000000,PH072200000,PH072207000,PH072207014
MALHIAO ISOLATION UNIT (DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,MALHIAO,PH070000000,PH072200000,PH072207000,PH072207016
MANDUYONG ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,MANDUYONG,PH070000000,PH072200000,PH072207000,PH072207017
MATUTINAO ISOLATION UNIT (BARANGAY HALL),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,MATUTINAO,PH070000000,PH072200000,PH072207000,PH072207018
PATONG ISOLATION UNIT (BARANGAY HEALTH STATION,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,PATONG,PH070000000,PH072200000,PH072207000,PH072207019
POBLACION ISOLATION UNIT (BARANGAY HEALTH STATION),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,POBLACION,PH070000000,PH072200000,PH072207000,PH072207020
BADIAN ILI CENTER (SENIOR CITIZEN BLDG AND RHU2),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,POBLACION,PH070000000,PH072200000,PH072207000,PH072207020
SANLAGAN ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,SANLAGAN,PH070000000,PH072200000,PH072207000,PH072207021
SANTICON ISOLATION UNIT (BARANGAY HEALTH STATION AND DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,SANTICON,PH070000000,PH072200000,PH072207000,PH072207022
SOHOTON ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,SOHOTON,PH070000000,PH072200000,PH072207000,PH072207023
SULSUGAN ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,SULSUGAN,PH070000000,PH072200000,PH072207000,PH072207024
TALAYONG ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,TALAYONG,PH070000000,PH072200000,PH072207000,PH072207025
TAYTAY ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,TAYTAY,PH070000000,PH072200000,PH072207000,PH072207026
TIGUIB ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,TIGUIB,PH070000000,PH072200000,PH072207000,PH072207028
TUBOD ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,TUBOD,PH070000000,PH072200000,PH072207000,PH072207029
ZARAGOSA ISOLATION UNIT (DAY CARE CENTER),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,ZARAGOSA,PH070000000,PH072200000,PH072207000,PH072207030
DEPARTMENT OF HEALTH CENTRAL VISAYAS CENTER FOR HEALTH DEVELOPMENT COVID-19 CENTER,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (CAPITAL),LOREGA (LOREGA SAN MIGUEL),PH070000000,PH072200000,PH072217000,PH072217042
CONSOLACION ISOLATION UNIT (CCC),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,CONSOLACION,PITOGO,PH070000000,PH072200000,PH072219000,PH072219012
CEBU TECHNOLOGICAL UNIVERSITY,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,GINATILAN,SAN ROQUE,PH070000000,PH072200000,PH072225000,PH072225014
MONTAÑEZA COMMUNITY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,MALABUYOC,MONTAÑEZA (INAMLANG),PH070000000,PH072200000,PH072229000,PH072229011
MALABUYOC LGU TTMF,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,MALABUYOC,BARANGAY II (POB.),PH070000000,PH072200000,PH072229000,PH072229016
LAGUNDE ISOLATION AREA,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,OSLOB,LAGUNDE,PH070000000,PH072200000,PH072235000,PH072235014
PILAR RHU ISOLATION CENTERS,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,PILAR,LOWER POBLACION,PH070000000,PH072200000,PH072236000,PH072236006
ESPERANZA BIRTHING CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,SAN FRANCISCO,ESPERANZA,PH070000000,PH072200000,PH072242000,PH072242006
SONOG BARANGAY HEALTH STATION,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,SAN FRANCISCO,SONOG,PH070000000,PH072200000,PH072242000,PH072242012
UNION HERITAGE BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,SAN FRANCISCO,UNION,PH070000000,PH072200000,PH072242000,PH072242015
CALMANTE,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,CALMANTE,PH070000000,PH072200000,PH072253000,PH072253002
DAAN SECANTE DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,DAAN SECANTE,PH070000000,PH072200000,PH072253000,PH072253003
GENERAL DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,GENERAL,PH070000000,PH072200000,PH072253000,PH072253004
MCARTHUR DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,MCARTHUR,PH070000000,PH072200000,PH072253000,PH072253005
PUERTOBELLO DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,PUERTOBELLO,PH070000000,PH072200000,PH072253000,PH072253007
SECANTE BAG O DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,SECANTE BAG-O,PH070000000,PH072200000,PH072253000,PH072253009
TOWN HOUSE ISOLATION FACILITY,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,SOUTHERN POBLACION,PH070000000,PH072200000,PH072253000,PH072253010
VILLAHERMOSA DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,VILLAHERMOSA,PH070000000,PH072200000,PH072253000,PH072253011
REGIONAL EVACUATION CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,AMLAN (AYUQUITAN),TAMBOJANGIN,PH070000000,PH074600000,PH074601000,PH074601007
BAHIA HOTEL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,BAIS CITY,CAPIÑAHAN,PH070000000,PH074600000,PH074604000,PH074604012
CAPIÑAHAN TRAINING CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,BAIS CITY,CAPIÑAHAN,PH070000000,PH074600000,PH074604000,PH074604012
JOSE B CARDENAS MEMORIAL HIGH SCHOOL (CAMP 2),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CANLAON CITY,PANUBIGAN,PH070000000,PH074600000,PH074608000,PH074608008
MACARIO ESPAÑOLA MEMORIAL SCHOOL (CAMP 3),,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CANLAON CITY,MABIGO (POB.),PH070000000,PH074600000,PH074608000,PH074608009
GUIHULNGAN SOUTH CENTRAL ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF GUIHULNGAN,POBLACION,PH070000000,PH074600000,PH074611000,PH074611028
SIBULAN MULTIPURPOSE HALL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SIBULAN,POBLACION,PH070000000,PH074600000,PH074620000,PH074620012
DSWD CRISIS CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF TANJAY,SAN ISIDRO,PH070000000,PH074600000,PH074621000,PH074621018
DON VICENTE LOPEZ MEMORIAL ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,VALLEHERMOSO,BAGAWINES,PH070000000,PH074600000,PH074624000,PH074624001
BAIRAN ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,VALLEHERMOSO,BAIRAN,PH070000000,PH074600000,PH074624000,PH074624002
DON E.  ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,VALLEHERMOSO,DON ESPIRIDION VILLEGAS,PH070000000,PH074600000,PH074624000,PH074624003
GUBA ELEMENTARY SCHOOL,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,VALLEHERMOSO,GUBA,PH070000000,PH074600000,PH074624000,PH074624004
